Robots 10
-57.862537 -41.517988 0.079169
-12.952973 34.661870 2.500000
-39.511193 37.570056 0.063561
-15.230061 -50.708295 2.500000
35.414055 -49.067890 -0.063416
35.267082 31.584068 2.500000
-11.948209 -38.221384 0.144342
35.059545 -9.752710 2.500000
-55.971590 -1.579198 -0.124451
16.682172 -8.886992 2.500000
56.173603 -45.898708 2.916592
-8.266932 -21.424781 2.500000
9.118539 37.021468 -1.432965
57.252411 -8.807206 2.500000
-15.495349 8.495995 0.115520
-50.750278 -22.158306 2.500000
55.992290 32.611782 1.936505
-20.233787 13.971138 2.500000
26.031168 41.336259 3.132357
13.573341 -42.542258 2.500000
