Robots 10
-57.991233 -40.872621 0.028240
-13.316283 34.588055 2.500000
-39.628553 39.055783 0.168880
-15.503541 -51.114987 2.500000
34.423365 -48.740591 -0.192461
34.735160 31.686745 2.500000
-10.779414 -38.905281 0.042299
34.701646 -10.747158 2.500000
-54.832529 -0.724808 0.046351
16.986174 -8.876839 2.500000
55.944641 -45.635343 2.922745
-9.670395 -21.040920 2.500000
9.059258 37.743510 -1.667305
58.246991 -8.939144 2.500000
-16.243791 7.987564 -0.120538
-50.306513 -21.701791 2.500000
56.038931 32.200169 1.742765
-19.720821 13.609515 2.500000
25.818930 40.889833 3.167654
12.714077 -42.954313 2.500000
