Robots 10
24.588677 24.668789 1.837971
18.728787 35.664503 2.500000
18.106890 19.631967 1.722043
37.663925 34.171951 2.500000
32.352725 -13.961796 -2.601456
29.847330 -29.092088 2.500000
9.456056 -33.725524 0.403909
31.668454 -39.164790 2.500000
-33.474117 -10.820844 -1.082518
-26.500823 -23.451678 2.500000
-12.129039 -33.232567 2.953751
-38.764624 -29.471929 2.500000
-26.024498 7.030020 1.340387
-28.914376 39.967464 2.500000
-27.257160 21.761172 0.942074
-1.246044 25.726557 2.500000
18.882180 -3.759960 -1.566263
3.521629 -26.426269 2.500000
-1.984935 -18.956976 0.093287
5.604921 -2.596266 2.500000
