Robots 10
25.823202 23.990844 2.081792
18.381848 35.913188 2.500000
17.011722 20.492539 1.811077
36.819523 33.288110 2.500000
32.177290 -13.644430 -2.412021
31.224588 -28.689893 2.500000
10.338743 -33.656667 0.362595
31.253164 -38.823742 2.500000
-33.792153 -9.557113 -1.141638
-27.014315 -22.126399 2.500000
-12.562561 -32.608696 3.119693
-38.269898 -28.341573 2.500000
-25.950115 6.812397 1.388302
-28.726190 38.597157 2.500000
-27.309088 21.905443 0.927919
-1.498802 25.730382 2.500000
19.104500 -4.058919 -1.522032
4.670870 -26.618722 2.500000
-1.290055 -18.798072 0.164623
5.218155 -2.406690 2.500000
