Robots 10
25.244798 24.602845 1.915411
18.055911 34.440373 2.500000
18.167872 19.730894 1.880282
37.155537 34.231612 2.500000
32.549024 -14.010928 -2.427121
31.298013 -28.163975 2.500000
10.131545 -33.068208 0.328945
30.630163 -38.904068 2.500000
-33.929977 -9.693812 -1.140730
-26.785759 -23.212445 2.500000
-12.472675 -33.290166 2.821936
-37.445161 -29.445376 2.500000
-26.201586 6.143558 1.216639
-28.822607 39.632428 2.500000
-27.386459 22.582748 1.113742
-2.152501 26.326182 2.500000
19.109942 -3.727982 -1.353624
4.751526 -27.034486 2.500000
-1.676468 -18.909199 0.167220
5.923918 -2.846813 2.500000
