Robots 10
25.144978 24.385932 1.990831
19.092435 34.522159 2.500000
17.073892 20.795784 1.710105
37.475708 34.054060 2.500000
31.834517 -13.990389 -2.548268
30.769478 -27.879099 2.500000
9.667394 -33.685825 0.494868
31.806897 -39.283840 2.500000
-33.875360 -9.915488 -1.153009
-26.365403 -23.398852 2.500000
-12.946463 -32.201184 2.942567
-38.352288 -28.274395 2.500000
-26.132525 6.939965 1.361680
-28.267839 38.882803 2.500000
-27.150037 22.249194 1.160572
-2.231920 25.945041 2.500000
18.701211 -3.093295 -1.690180
3.347824 -26.578392 2.500000
-2.454083 -19.014531 0.001515
5.193489 -2.524072 2.500000
