Robots 10
25.227903 24.792119 2.002616
17.979417 34.251921 2.500000
17.171295 20.949894 1.821939
37.153799 34.416544 2.500000
32.262292 -13.207918 -2.632394
31.285137 -28.604219 2.500000
9.633123 -33.562808 0.429064
30.254993 -39.246167 2.500000
-33.772364 -9.834881 -1.131206
-27.040173 -22.289798 2.500000
-13.014252 -32.402886 2.914728
-38.938459 -28.367225 2.500000
-25.937600 7.309330 1.308596
-28.809241 38.808368 2.500000
-27.491794 22.215075 1.144411
-2.329540 25.939489 2.500000
19.089123 -3.856894 -1.379090
3.504684 -27.346190 2.500000
-1.680377 -19.013904 0.095761
5.161393 -2.495672 2.500000
