Robots 10
25.876848 23.606132 1.715740
19.177334 35.393535 2.500000
18.205088 20.423781 1.975098
37.981023 33.691272 2.500000
32.618278 -13.173813 -2.337817
31.521880 -28.528199 2.500000
9.685880 -33.567452 0.508741
31.148686 -39.807190 2.500000
-33.108780 -9.813162 -1.189239
-26.950835 -23.596890 2.500000
-12.325153 -32.499751 3.049155
-38.587859 -28.540405 2.500000
-26.125126 6.546987 1.155331
-28.085872 39.241846 2.500000
-27.638001 22.442489 0.845281
-2.052232 26.444821 2.500000
19.137297 -3.529199 -1.415955
3.672315 -27.049585 2.500000
-1.715159 -18.896644 0.065497
6.051740 -2.643620 2.500000
