Robots 10
25.622627 23.362878 1.833071
19.101021 35.379717 2.500000
18.044467 19.673669 1.768911
36.449520 33.663390 2.500000
31.786884 -13.534736 -2.313463
31.360755 -28.984051 2.500000
9.793498 -33.301495 0.427690
30.385704 -39.128888 2.500000
-33.436556 -9.661837 -1.091697
-27.031183 -22.365770 2.500000
-13.096464 -32.613118 2.915557
-37.548384 -28.697049 2.500000
-25.930844 6.662180 1.366108
-28.857722 39.027796 2.500000
-27.755958 22.459550 0.888451
-1.881236 26.630370 2.500000
18.240317 -4.659606 -1.678664
3.961112 -26.628953 2.500000
-1.544255 -18.803387 0.000641
6.007896 -2.793685 2.500000
