Robots 10
25.093026 24.132560 1.976537
17.886400 35.160932 2.500000
18.135016 20.287233 1.839315
37.667441 34.373923 2.500000
32.159258 -13.785354 -2.326843
30.977621 -28.781421 2.500000
8.903685 -33.967671 0.374925
31.821947 -38.855419 2.500000
-33.206304 -11.176712 -1.034881
-26.488819 -22.657971 2.500000
-11.943171 -32.778848 3.097711
-38.032359 -28.557283 2.500000
-25.982635 6.700730 1.293256
-27.963264 39.708965 2.500000
-28.159815 22.070653 0.860601
-1.759296 26.659308 2.500000
19.043429 -4.221254 -1.371355
3.765156 -27.418073 2.500000
-2.874849 -18.743880 0.092824
5.336467 -2.391435 2.500000
