Robots 10
25.579586 24.301778 1.943581
18.629137 35.147504 2.500000
17.443084 20.938371 1.756159
37.283126 34.179813 2.500000
32.334724 -13.133012 -2.599614
31.742258 -28.847977 2.500000
9.973424 -33.622210 0.445674
31.843419 -39.768785 2.500000
-32.992401 -11.168280 -1.069659
-27.314880 -23.072761 2.500000
-12.348465 -32.967242 3.024370
-37.778744 -28.420194 2.500000
-26.046838 7.093970 1.162099
-29.311369 39.049735 2.500000
-27.262868 21.434920 0.816644
-1.674480 26.233655 2.500000
18.882986 -4.284421 -1.525149
3.256725 -26.565635 2.500000
-1.072288 -18.892801 0.133403
5.336500 -2.440254 2.500000
