Robots 10
25.884383 24.202995 2.097467
17.807084 34.269464 2.500000
18.197676 19.966984 2.090134
37.928098 33.602313 2.500000
32.432632 -13.985405 -2.309056
29.985788 -28.906843 2.500000
8.621557 -33.856378 0.391191
31.538005 -40.003880 2.500000
-33.335631 -10.820092 -1.000712
-26.485959 -22.799861 2.500000
-12.415202 -32.822256 3.070661
-38.357971 -27.967846 2.500000
-26.035209 7.281114 1.242897
-28.392631 39.922227 2.500000
-28.026387 21.978360 1.003139
-2.193975 26.384979 2.500000
18.632431 -4.734195 -1.583569
3.425529 -26.889561 2.500000
-1.659868 -19.117211 0.049301
5.284012 -2.380277 2.500000
