Robots 10
25.172062 24.582159 1.984042
18.649989 35.473625 2.500000
17.784899 20.638241 1.764510
36.526465 33.957875 2.500000
32.839415 -13.678941 -2.356010
31.270785 -29.085510 2.500000
8.752889 -34.081177 0.341407
31.368700 -38.539413 2.500000
-33.690377 -10.489628 -1.190328
-27.022441 -21.711255 2.500000
-12.022354 -32.554846 2.942937
-38.424264 -28.958967 2.500000
-25.986777 7.180565 1.184356
-28.344327 39.915092 2.500000
-27.364801 21.845231 0.851584
-1.338694 26.056754 2.500000
19.121928 -3.535677 -1.591101
4.807479 -26.557177 2.500000
-2.283004 -18.790900 0.017502
5.323214 -2.437731 2.500000
