Robots 10
25.652232 23.891016 1.948565
18.011470 34.667497 2.500000
17.301553 20.257751 1.878966
36.857635 33.763895 2.500000
32.170027 -13.896333 -2.626336
30.909366 -29.213263 2.500000
9.984535 -33.745490 0.343760
31.920501 -38.825338 2.500000
-33.436751 -10.555774 -1.060838
-26.860648 -21.724417 2.500000
-12.855282 -32.184987 2.923555
-38.996964 -28.344713 2.500000
-25.975793 7.196350 1.432840
-29.263426 39.255027 2.500000
-27.485754 22.497114 1.019373
-1.212853 25.722214 2.500000
18.349407 -3.497392 -1.653017
4.874724 -26.759050 2.500000
-1.257547 -18.991440 0.060714
5.127644 -2.253393 2.500000
