Robots 10
24.905249 24.808796 2.082981
17.780630 34.386786 2.500000
17.939441 19.558414 2.019453
36.450903 33.350351 2.500000
32.093474 -13.687738 -2.543101
30.731754 -28.030559 2.500000
8.895668 -33.757643 0.493783
31.417870 -38.808281 2.500000
-32.895356 -10.831363 -1.107210
-26.359621 -22.066795 2.500000
-11.902328 -32.573073 2.868517
-37.411451 -28.437422 2.500000
-26.048032 7.041273 1.454212
-29.058665 38.687196 2.500000
-27.807558 22.753854 0.938947
-2.055609 26.350552 2.500000
18.813623 -3.269409 -1.565123
4.305563 -26.316985 2.500000
-2.619111 -18.864938 0.010075
5.791628 -2.835001 2.500000
