Robots 10
25.007711 24.276302 1.873583
18.812577 34.217892 2.500000
17.999172 20.358024 1.870181
37.742224 33.602700 2.500000
32.148176 -14.065028 -2.593821
30.902354 -29.627271 2.500000
9.559445 -33.823558 0.345224
31.037757 -38.891069 2.500000
-33.125069 -9.882496 -1.135409
-26.969455 -21.866992 2.500000
-13.686764 -32.462292 2.808672
-38.355836 -29.221359 2.500000
-25.915051 7.462535 1.413646
-29.069030 39.856570 2.500000
-27.174743 21.771773 1.012727
-1.780423 26.464605 2.500000
18.518881 -3.943994 -1.393625
4.267486 -26.545197 2.500000
-1.942254 -18.864582 0.154533
5.548868 -2.523410 2.500000
