Robots 10
25.758666 24.131919 1.998304
18.610353 34.097807 2.500000
17.174329 20.560752 1.806040
37.973607 33.695893 2.500000
32.417565 -13.582445 -2.604184
30.622803 -29.535674 2.500000
8.520493 -33.695944 0.398874
30.495540 -39.648438 2.500000
-33.680567 -9.902600 -1.081914
-26.796087 -22.330048 2.500000
-12.810593 -32.455592 3.013058
-37.645870 -29.627389 2.500000
-25.951525 7.277308 1.396475
-28.610084 39.365955 2.500000
-27.327535 22.145434 0.875233
-1.773075 26.582030 2.500000
18.762182 -3.008052 -1.642290
4.505796 -26.598818 2.500000
-1.475914 -18.706038 0.029654
5.674054 -2.835401 2.500000
