Robots 10
25.731897 23.640191 1.915311
18.884617 34.365731 2.500000
17.852197 20.166706 1.807413
36.122743 33.612941 2.500000
32.510840 -14.107777 -2.363349
30.539262 -28.989625 2.500000
9.089086 -33.535184 0.398745
30.419437 -39.395357 2.500000
-33.364839 -10.772877 -1.072844
-27.023628 -22.066793 2.500000
-12.644301 -32.185583 2.826285
-38.770437 -29.247376 2.500000
-26.160440 6.485797 1.451934
-28.073175 39.610508 2.500000
-27.726811 22.466020 0.895338
-1.998915 26.528740 2.500000
18.654850 -3.395178 -1.667785
3.171777 -26.499599 2.500000
-1.772201 -18.977530 0.139170
5.551118 -2.612541 2.500000
