Robots 10
25.643616 23.272249 2.037734
18.976312 34.448753 2.500000
17.801411 20.049953 1.802782
36.667204 33.629670 2.500000
32.560515 -13.031906 -2.346392
31.438323 -29.223113 2.500000
9.530044 -33.538477 0.449729
30.971873 -38.602298 2.500000
-33.645226 -9.984935 -1.097225
-26.303005 -22.042078 2.500000
-13.052217 -32.780765 2.875369
-37.366589 -29.340191 2.500000
-26.121607 6.772651 1.329814
-28.458949 39.346135 2.500000
-27.338755 21.876889 0.829797
-2.095682 26.419286 2.500000
18.759690 -3.591847 -1.483035
3.825003 -26.522550 2.500000
-2.059318 -18.839709 0.171213
5.397163 -2.385601 2.500000
