Robots 10
25.394229 23.487528 2.091132
18.154458 35.982271 2.500000
18.102504 20.206484 1.841533
36.712040 34.392709 2.500000
32.469835 -13.289338 -2.542134
29.965593 -29.096100 2.500000
8.495403 -33.553023 0.356647
31.075679 -39.470133 2.500000
-33.232607 -10.054300 -1.147090
-27.170053 -22.948939 2.500000
-12.439833 -32.246061 2.924541
-37.947384 -29.360675 2.500000
-25.920678 6.517801 1.376994
-29.546677 39.232496 2.500000
-27.770120 22.594488 0.824464
-1.381123 26.258708 2.500000
18.728125 -3.631824 -1.499977
3.903719 -26.818333 2.500000
-1.555225 -18.678296 0.113652
5.596979 -2.468383 2.500000
