Robots 10
25.787521 24.181011 2.009162
18.862568 35.706159 2.500000
17.810792 20.401555 1.981988
36.402739 34.325545 2.500000
31.826533 -13.675557 -2.356371
30.807542 -28.488586 2.500000
9.988323 -33.558535 0.314300
30.764450 -39.057632 2.500000
-33.288854 -10.430597 -1.036707
-26.256767 -22.918142 2.500000
-12.389871 -32.909128 2.898943
-38.145133 -28.761458 2.500000
-25.985697 6.222474 1.393722
-28.970156 38.996972 2.500000
-27.199948 22.282440 1.040823
-1.290667 25.723974 2.500000
18.980041 -3.157357 -1.349246
3.610784 -26.376280 2.500000
-1.240711 -18.791529 0.125973
5.776658 -2.675075 2.500000
