Robots 10
24.738464 24.741773 1.829217
18.661120 34.659422 2.500000
18.007094 19.788789 2.009723
37.020207 32.870305 2.500000
32.660393 -13.577884 -2.494420
31.181717 -29.664979 2.500000
9.666063 -33.886951 0.364099
31.016569 -38.990035 2.500000
-33.246043 -10.062739 -1.127447
-27.149871 -22.265757 2.500000
-13.252952 -32.443692 2.977356
-38.526532 -29.470442 2.500000
-26.289444 5.902373 1.324916
-28.852492 38.873165 2.500000
-27.691070 21.716533 0.926347
-2.923975 26.154901 2.500000
18.628776 -3.267176 -1.630496
4.027739 -26.467722 2.500000
-1.189695 -18.986572 0.031197
6.183492 -2.771446 2.500000
