Robots 10
25.716328 23.361827 1.980264
18.327266 35.182826 2.500000
16.941048 20.998188 1.954470
37.314094 33.754796 2.500000
32.105602 -13.979551 -2.569268
31.044418 -29.194938 2.500000
8.987074 -33.560289 0.431157
31.438605 -38.962898 2.500000
-33.094463 -9.967418 -1.176183
-26.875664 -22.908538 2.500000
-11.984639 -32.865375 3.049321
-38.195670 -28.414663 2.500000
-26.176133 6.242790 1.498748
-29.407330 39.747928 2.500000
-27.218729 21.645003 1.040518
-2.939456 26.359140 2.500000
18.759176 -3.597658 -1.576701
3.174022 -27.461674 2.500000
-1.403801 -18.729942 0.078342
5.772254 -2.602013 2.500000
