Robots 10
25.474910 23.075459 2.041876
18.493990 35.808161 2.500000
17.989283 19.622888 1.917629
37.785322 34.188211 2.500000
32.027022 -13.069835 -2.619798
30.722429 -28.429910 2.500000
9.974023 -33.613348 0.367283
31.171192 -38.951416 2.500000
-33.500042 -9.400918 -1.040179
-26.534256 -22.109501 2.500000
-13.545795 -32.230989 2.837726
-38.605982 -29.502882 2.500000
-26.129762 6.120812 1.404500
-29.146444 39.120246 2.500000
-27.736546 22.473082 0.852082
-2.035637 26.004393 2.500000
18.668757 -4.398836 -1.549440
4.635723 -26.592728 2.500000
-2.551234 -18.794539 0.058472
5.096705 -2.216977 2.500000
