Robots 10
25.929800 23.708483 1.805511
18.244789 34.805162 2.500000
17.622100 19.953970 1.807067
36.425581 33.076447 2.500000
31.877460 -14.263577 -2.327056
31.363123 -29.567435 2.500000
9.446089 -33.794507 0.404290
32.042209 -38.877552 2.500000
-33.058754 -10.760272 -1.134608
-26.534853 -23.040847 2.500000
-13.512920 -32.478342 2.856110
-37.844649 -28.236947 2.500000
-26.275736 5.957103 1.220289
-28.456462 39.098174 2.500000
-27.668717 22.157429 1.147523
-1.819453 25.725503 2.500000
18.363632 -3.066751 -1.587418
3.558083 -26.537055 2.500000
-2.667578 -18.720463 0.045081
5.479392 -2.697279 2.500000
