Robots 10
25.368001 24.099324 2.090375
17.750065 34.439075 2.500000
17.417191 20.802967 1.969664
37.079042 34.461437 2.500000
32.215598 -13.621692 -2.405890
31.127111 -29.010764 2.500000
9.810517 -33.640805 0.402471
30.542098 -39.709355 2.500000
-32.988713 -10.453902 -1.158825
-27.650593 -22.470847 2.500000
-12.356638 -32.852025 3.013257
-38.980757 -28.665096 2.500000
-25.826794 7.103489 1.397398
-28.995839 39.830744 2.500000
-27.074744 21.896055 1.002747
-2.112600 25.798044 2.500000
18.321128 -4.043464 -1.565544
3.304310 -26.898117 2.500000
-2.956010 -18.802121 0.089018
5.884512 -2.747636 2.500000
