Robots 10
25.835396 23.383323 1.916496
18.432688 35.062996 2.500000
17.765440 19.792268 1.868232
37.758631 33.808693 2.500000
32.137233 -14.139738 -2.562809
30.026301 -29.365807 2.500000
9.183100 -33.864586 0.472180
30.674326 -38.612302 2.500000
-33.109921 -10.310856 -1.177602
-26.586405 -22.747844 2.500000
-12.719271 -32.655368 3.010255
-37.819108 -29.343412 2.500000
-26.454756 5.904219 1.387836
-29.012409 38.939138 2.500000
-27.550977 22.696834 1.056083
-2.231596 26.290592 2.500000
18.847281 -3.508822 -1.384442
3.729091 -26.403707 2.500000
-1.964831 -18.931996 0.017513
5.714247 -2.822265 2.500000
