Robots 10
24.713467 24.104905 1.976664
17.719747 35.303823 2.500000
17.421817 19.819713 1.974751
36.179586 33.616671 2.500000
32.463704 -14.314091 -2.350330
31.178738 -28.524784 2.500000
9.810106 -33.643682 0.339287
31.441399 -38.643345 2.500000
-33.513119 -9.576920 -0.970746
-27.312920 -22.057381 2.500000
-12.501133 -32.702919 2.811736
-38.226795 -27.988848 2.500000
-26.215336 6.318764 1.240473
-29.519849 40.138919 2.500000
-27.121404 21.700639 1.137425
-1.743622 26.014475 2.500000
18.662669 -4.239077 -1.628483
3.458540 -26.116229 2.500000
-2.196946 -18.676256 0.015079
6.388039 -2.744159 2.500000
