Robots 10
24.960051 24.278330 1.882861
18.955067 35.155728 2.500000
18.166272 19.675968 2.057308
36.717894 33.983515 2.500000
32.196407 -14.547075 -2.312759
30.327278 -28.523704 2.500000
8.895373 -33.634247 0.411195
31.681461 -39.797191 2.500000
-33.771263 -10.714789 -1.198657
-26.379862 -22.672621 2.500000
-12.748467 -32.521735 3.124244
-37.428171 -28.392455 2.500000
-26.036486 6.705481 1.449573
-28.321774 39.173229 2.500000
-27.112380 21.643095 1.027544
-1.600095 26.415839 2.500000
18.834687 -4.076319 -1.644752
4.580962 -26.960103 2.500000
-1.179679 -18.997940 0.069321
5.840214 -2.583216 2.500000
