Robots 10
24.599488 24.257698 2.024480
18.763712 34.700526 2.500000
17.613760 19.685204 2.057812
36.769204 33.203619 2.500000
31.766767 -13.935108 -2.552370
31.346018 -28.958849 2.500000
9.951804 -33.174776 0.363224
31.188221 -39.447118 2.500000
-33.480017 -9.702639 -1.176334
-27.478452 -22.965313 2.500000
-12.551751 -32.844877 2.833750
-38.006679 -28.531627 2.500000
-25.773557 7.518372 1.172736
-27.941937 39.710698 2.500000
-27.577087 21.908811 1.168048
-1.914174 26.616536 2.500000
18.332238 -3.602944 -1.538146
4.892432 -26.685535 2.500000
-2.640404 -18.538175 0.065676
5.195060 -2.332664 2.500000
