Robots 10
25.570052 23.886741 1.978125
18.918666 34.355756 2.500000
17.668556 20.773922 1.952611
37.532200 32.992232 2.500000
32.016850 -13.188068 -2.654698
31.465727 -29.214015 2.500000
9.039213 -33.679853 0.442446
30.670301 -39.139383 2.500000
-33.141562 -9.786274 -1.150787
-26.402317 -23.044146 2.500000
-11.958198 -32.355763 2.881038
-38.430354 -29.778475 2.500000
-26.246077 6.540967 1.438003
-29.068206 38.906298 2.500000
-27.570067 21.670698 1.028510
-2.325989 26.364770 2.500000
18.593440 -2.968435 -1.685996
4.772635 -26.460559 2.500000
-1.816133 -18.646763 0.101512
5.424945 -2.691153 2.500000
