Robots 10
25.894446 23.674652 1.747838
18.214926 34.616577 2.500000
17.693249 19.410818 2.079909
36.756325 33.357496 2.500000
31.879189 -13.859916 -2.365049
30.910711 -28.927278 2.500000
9.433688 -33.696902 0.386665
31.419121 -38.413089 2.500000
-33.023188 -10.928250 -1.085264
-27.580332 -22.258222 2.500000
-13.503980 -32.798530 2.829757
-39.187706 -28.936710 2.500000
-25.926867 6.606738 1.239372
-28.833588 40.309579 2.500000
-28.045474 22.133399 1.045644
-3.022470 25.916971 2.500000
19.180283 -3.345389 -1.471317
4.465468 -26.752362 2.500000
-1.694105 -19.112272 0.006539
5.742112 -2.749037 2.500000
