Robots 10
24.828729 24.724501 2.028177
18.941836 34.522139 2.500000
17.369040 20.807969 1.839888
36.946802 34.598185 2.500000
32.059543 -13.519007 -2.593984
31.271094 -28.425021 2.500000
9.484625 -33.632062 0.482682
30.953240 -39.923496 2.500000
-32.938637 -10.868136 -1.130671
-27.211813 -23.112126 2.500000
-12.093725 -32.565333 2.911285
-38.409717 -29.702971 2.500000
-26.089968 6.779950 1.378563
-29.340997 40.282428 2.500000
-27.188731 22.168069 0.984057
-1.779581 25.799965 2.500000
18.776731 -4.507762 -1.365028
3.346914 -26.929849 2.500000
-2.558079 -18.515673 0.025891
6.048500 -2.835720 2.500000
