Robots 10
24.948047 24.049743 2.046519
18.736674 34.323376 2.500000
18.020651 20.258225 1.944375
36.851138 33.558486 2.500000
32.092789 -13.138278 -2.552346
30.303659 -29.342882 2.500000
9.939896 -33.586557 0.439001
30.613964 -39.498956 2.500000
-33.516778 -9.760347 -1.076468
-26.991460 -23.487420 2.500000
-12.475938 -32.244834 2.843334
-37.969046 -28.708073 2.500000
-26.440481 6.110554 1.308148
-28.408938 40.185164 2.500000
-28.196078 22.128996 0.810596
-2.917085 25.894458 2.500000
18.820118 -3.762564 -1.645267
3.525786 -26.571261 2.500000
-1.748689 -18.753154 0.013396
5.201693 -2.379862 2.500000
