Robots 10
25.511904 23.111795 2.074714
18.746600 34.206869 2.500000
17.966349 19.925722 1.844446
36.653488 34.148405 2.500000
32.168463 -13.742021 -2.564665
30.791319 -28.608378 2.500000
10.412887 -33.784143 0.316306
31.613743 -38.902879 2.500000
-33.646081 -10.075898 -1.187089
-27.680360 -22.962646 2.500000
-12.908779 -32.293665 2.808523
-38.257733 -28.716088 2.500000
-26.403307 5.844083 1.400603
-28.193928 38.932114 2.500000
-27.619215 22.680415 0.936648
-2.707739 26.491941 2.500000
18.738790 -3.272020 -1.334758
3.995829 -26.894805 2.500000
-2.291501 -18.719361 0.084758
6.006963 -2.649120 2.500000
