Robots 10
25.445565 24.004207 1.970765
18.433142 34.154326 2.500000
17.658686 19.554959 2.036053
36.474887 33.496851 2.500000
31.956996 -14.416014 -2.382211
30.658100 -28.619236 2.500000
9.831273 -33.608684 0.430877
30.972093 -39.040839 2.500000
-33.563525 -9.705682 -1.006671
-27.283422 -22.410908 2.500000
-12.882203 -32.399738 2.869496
-38.602254 -28.435413 2.500000
-26.013627 7.498232 1.380505
-28.225747 38.959041 2.500000
-27.637989 22.034972 0.967008
-2.827876 26.072287 2.500000
18.661755 -3.515726 -1.564100
4.562982 -26.237236 2.500000
-1.749647 -19.108166 0.028877
5.872130 -2.717285 2.500000
