Robots 10
25.754374 23.669632 1.911624
18.932272 35.036212 2.500000
17.836282 20.536604 1.983138
36.894397 33.850407 2.500000
31.681925 -13.626390 -2.340049
31.399009 -29.159717 2.500000
9.437723 -33.334115 0.397139
30.642668 -39.414663 2.500000
-33.605265 -10.828792 -1.145449
-26.849019 -23.112579 2.500000
-12.615144 -32.744628 3.082469
-38.954144 -28.272368 2.500000
-26.226921 6.327596 1.378179
-28.348346 39.084944 2.500000
-27.910663 22.427345 1.032311
-1.688504 25.668501 2.500000
18.639951 -3.253840 -1.602343
4.522242 -27.317218 2.500000
-2.008524 -18.967341 0.006655
5.594981 -2.541899 2.500000
