Robots 10
24.966739 24.662355 1.877851
17.711147 34.265066 2.500000
17.982877 19.607996 1.886494
37.281985 32.718159 2.500000
32.616647 -12.949397 -2.697061
30.754655 -29.156823 2.500000
8.504213 -33.660873 0.333285
31.582140 -39.295431 2.500000
-33.167548 -11.222489 -1.015245
-26.749396 -22.132040 2.500000
-12.074184 -32.202667 2.866742
-38.226922 -28.345381 2.500000
-26.187034 5.603628 1.390212
-28.701467 40.428348 2.500000
-27.146443 21.585640 0.832233
-2.988702 26.179351 2.500000
19.028799 -3.743422 -1.657736
4.713894 -27.453663 2.500000
-1.541810 -19.104672 0.038244
5.783025 -2.757237 2.500000
